filepath,classe
images/8370.jpg,Vegetation
images/10349.jpg,No-Anomaly
images/15380.jpg,No-Anomaly
images/8385.jpg,Vegetation
images/15758.jpg,No-Anomaly
images/16264.jpg,No-Anomaly
images/10449.jpg,No-Anomaly
images/1902.jpg,Diode
images/11127.jpg,No-Anomaly
images/18519.jpg,No-Anomaly
images/10519.jpg,No-Anomaly
images/7631.jpg,Cracking
images/18790.jpg,No-Anomaly
images/4944.jpg,Cell
images/16063.jpg,No-Anomaly
images/18428.jpg,No-Anomaly
images/19220.jpg,No-Anomaly
images/6921.jpg,Hot-Spot
images/16364.jpg,No-Anomaly
images/4932.jpg,Cell
images/3760.jpg,Cell-Multi
images/8376.jpg,Vegetation
images/5039.jpg,Cell
images/8535.jpg,Vegetation
images/12414.jpg,No-Anomaly
images/12001.jpg,No-Anomaly
images/15682.jpg,No-Anomaly
images/4208.jpg,Cell-Multi
images/3891.jpg,Cell-Multi
images/4853.jpg,Cell
images/1894.jpg,Diode
images/7031.jpg,Cracking
images/14800.jpg,No-Anomaly
images/6027.jpg,Cell
images/5836.jpg,Cell
images/5859.jpg,Cell
images/12890.jpg,No-Anomaly
images/922.jpg,Diode-Multi
images/16961.jpg,No-Anomaly
images/2528.jpg,Shadowing
images/1210.jpg,Diode
images/11416.jpg,No-Anomaly
images/2785.jpg,Shadowing
images/5048.jpg,Cell
images/11130.jpg,No-Anomaly
images/10957.jpg,No-Anomaly
images/5920.jpg,Cell
images/7986.jpg,Hot-Spot-Multi
images/11218.jpg,No-Anomaly
images/14362.jpg,No-Anomaly
images/19083.jpg,No-Anomaly
images/2564.jpg,Shadowing
images/4694.jpg,Cell-Multi
images/18072.jpg,No-Anomaly
images/755.jpg,Offline-Module
images/5833.jpg,Cell
images/9565.jpg,Vegetation
images/440.jpg,Offline-Module
images/3054.jpg,Shadowing
images/9254.jpg,Vegetation
images/1177.jpg,Diode
images/9440.jpg,Vegetation
images/10996.jpg,No-Anomaly
images/2610.jpg,Shadowing
images/4961.jpg,Cell
images/2096.jpg,Diode
images/147.jpg,Offline-Module
images/8981.jpg,Vegetation
images/4221.jpg,Cell-Multi
images/12395.jpg,No-Anomaly
images/5893.jpg,Cell
images/16147.jpg,No-Anomaly
images/7473.jpg,Cracking
images/16232.jpg,No-Anomaly
images/9860.jpg,Vegetation
images/8491.jpg,Vegetation
images/8695.jpg,Vegetation
images/8406.jpg,Vegetation
images/18147.jpg,No-Anomaly
images/16995.jpg,No-Anomaly
images/18581.jpg,No-Anomaly
images/385.jpg,Offline-Module
images/12712.jpg,No-Anomaly
images/2245.jpg,Diode
images/15586.jpg,No-Anomaly
images/19436.jpg,No-Anomaly
images/13632.jpg,No-Anomaly
images/1919.jpg,Diode
images/14958.jpg,No-Anomaly
images/5396.jpg,Cell
images/16093.jpg,No-Anomaly
images/5666.jpg,Cell
images/19049.jpg,No-Anomaly
images/14407.jpg,No-Anomaly
images/2418.jpg,Diode
images/15982.jpg,No-Anomaly
images/8445.jpg,Vegetation
images/8875.jpg,Vegetation
images/13069.jpg,No-Anomaly
images/11204.jpg,No-Anomaly
images/2526.jpg,Shadowing
images/15680.jpg,No-Anomaly
images/10669.jpg,No-Anomaly
images/1956.jpg,Diode
images/4843.jpg,Cell-Multi
images/8649.jpg,Vegetation
images/7003.jpg,Cracking
images/271.jpg,Offline-Module
images/13944.jpg,No-Anomaly
images/13866.jpg,No-Anomaly
images/13625.jpg,No-Anomaly
images/11904.jpg,No-Anomaly
images/320.jpg,Offline-Module
images/13423.jpg,No-Anomaly
images/340.jpg,Offline-Module
images/16183.jpg,No-Anomaly
images/15435.jpg,No-Anomaly
images/10100.jpg,No-Anomaly
images/13492.jpg,No-Anomaly
images/12552.jpg,No-Anomaly
images/402.jpg,Offline-Module
images/16929.jpg,No-Anomaly
images/553.jpg,Offline-Module
images/1301.jpg,Diode
images/13016.jpg,No-Anomaly
images/8646.jpg,Vegetation
images/15437.jpg,No-Anomaly
images/4813.jpg,Cell-Multi
images/12270.jpg,No-Anomaly
images/832.jpg,Diode-Multi
images/19002.jpg,No-Anomaly
images/4539.jpg,Cell-Multi
images/19023.jpg,No-Anomaly
images/15210.jpg,No-Anomaly
images/15846.jpg,No-Anomaly
images/18264.jpg,No-Anomaly
images/11490.jpg,No-Anomaly
images/19253.jpg,No-Anomaly
images/19878.jpg,No-Anomaly
images/17294.jpg,No-Anomaly
images/10858.jpg,No-Anomaly
images/644.jpg,Offline-Module
images/10727.jpg,No-Anomaly
images/8728.jpg,Vegetation
images/5090.jpg,Cell
images/10535.jpg,No-Anomaly
images/7556.jpg,Cracking
images/10478.jpg,No-Anomaly
images/14207.jpg,No-Anomaly
images/4328.jpg,Cell-Multi
images/8959.jpg,Vegetation
images/14237.jpg,No-Anomaly
images/13669.jpg,No-Anomaly
images/2218.jpg,Diode
images/15110.jpg,No-Anomaly
images/2649.jpg,Shadowing
images/8958.jpg,Vegetation
images/18905.jpg,No-Anomaly
images/13035.jpg,No-Anomaly
images/10894.jpg,No-Anomaly
images/435.jpg,Offline-Module
images/5322.jpg,Cell
images/4824.jpg,Cell-Multi
images/5030.jpg,Cell
images/1742.jpg,Diode
images/1155.jpg,Diode
images/959.jpg,Diode-Multi
images/4087.jpg,Cell-Multi
images/11206.jpg,No-Anomaly
images/17312.jpg,No-Anomaly
images/17650.jpg,No-Anomaly
images/15311.jpg,No-Anomaly
images/5873.jpg,Cell
images/15007.jpg,No-Anomaly
images/16142.jpg,No-Anomaly
images/11925.jpg,No-Anomaly
images/14137.jpg,No-Anomaly
images/1020.jpg,Diode
images/5012.jpg,Cell
images/17569.jpg,No-Anomaly
images/5779.jpg,Cell
images/5912.jpg,Cell
images/9538.jpg,Vegetation
images/19634.jpg,No-Anomaly
images/19243.jpg,No-Anomaly
images/4520.jpg,Cell-Multi
images/13489.jpg,No-Anomaly
images/17479.jpg,No-Anomaly
images/13408.jpg,No-Anomaly
images/778.jpg,Offline-Module
images/2531.jpg,Shadowing
images/2544.jpg,Shadowing
images/10915.jpg,No-Anomaly
images/18303.jpg,No-Anomaly
images/11186.jpg,No-Anomaly
images/1580.jpg,Diode
images/19131.jpg,No-Anomaly
images/16475.jpg,No-Anomaly
images/7819.jpg,Cracking
images/11010.jpg,No-Anomaly
images/6219.jpg,Cell
images/12528.jpg,No-Anomaly
images/10387.jpg,No-Anomaly
images/8531.jpg,Vegetation
images/19635.jpg,No-Anomaly
images/7327.jpg,Cracking
images/5001.jpg,Cell
images/11343.jpg,No-Anomaly
images/8139.jpg,Hot-Spot-Multi
images/3709.jpg,Cell-Multi
images/6068.jpg,Cell
images/965.jpg,Diode-Multi
images/4825.jpg,Cell-Multi
images/7677.jpg,Cracking
images/4779.jpg,Cell-Multi
images/17166.jpg,No-Anomaly
images/5115.jpg,Cell
images/19860.jpg,No-Anomaly
images/15276.jpg,No-Anomaly
images/8093.jpg,Hot-Spot-Multi
images/11311.jpg,No-Anomaly
images/3343.jpg,Shadowing
images/1013.jpg,Diode
images/19348.jpg,No-Anomaly
images/1973.jpg,Diode
images/1879.jpg,Diode
images/5420.jpg,Cell
images/9285.jpg,Vegetation
images/4028.jpg,Cell-Multi
images/17327.jpg,No-Anomaly
images/5933.jpg,Cell
images/5576.jpg,Cell
images/3638.jpg,Cell-Multi
images/13184.jpg,No-Anomaly
images/9595.jpg,Vegetation
images/16915.jpg,No-Anomaly
images/8275.jpg,Soiling
images/10895.jpg,No-Anomaly
images/16170.jpg,No-Anomaly
images/6076.jpg,Cell
images/15214.jpg,No-Anomaly
images/4285.jpg,Cell-Multi
images/9136.jpg,Vegetation
images/17076.jpg,No-Anomaly
images/315.jpg,Offline-Module
images/8109.jpg,Hot-Spot-Multi
images/16080.jpg,No-Anomaly
images/19872.jpg,No-Anomaly
images/16341.jpg,No-Anomaly
images/8105.jpg,Hot-Spot-Multi
images/2550.jpg,Shadowing
images/9152.jpg,Vegetation
images/9058.jpg,Vegetation
images/4764.jpg,Cell-Multi
images/18128.jpg,No-Anomaly
images/11674.jpg,No-Anomaly
images/12460.jpg,No-Anomaly
images/12026.jpg,No-Anomaly
images/12841.jpg,No-Anomaly
images/18421.jpg,No-Anomaly
images/13864.jpg,No-Anomaly
images/18373.jpg,No-Anomaly
images/12462.jpg,No-Anomaly
images/8838.jpg,Vegetation
images/12163.jpg,No-Anomaly
images/6260.jpg,Cell
images/18393.jpg,No-Anomaly
images/14932.jpg,No-Anomaly
images/15630.jpg,No-Anomaly
images/3916.jpg,Cell-Multi
images/13321.jpg,No-Anomaly
images/17098.jpg,No-Anomaly
images/14984.jpg,No-Anomaly
images/17394.jpg,No-Anomaly
images/14886.jpg,No-Anomaly
images/4808.jpg,Cell-Multi
images/13985.jpg,No-Anomaly
images/19758.jpg,No-Anomaly
images/10622.jpg,No-Anomaly
images/7785.jpg,Cracking
images/12836.jpg,No-Anomaly
images/11724.jpg,No-Anomaly
images/10770.jpg,No-Anomaly
images/13334.jpg,No-Anomaly
images/722.jpg,Offline-Module
images/16429.jpg,No-Anomaly
images/12815.jpg,No-Anomaly
images/18849.jpg,No-Anomaly
images/18988.jpg,No-Anomaly
images/15407.jpg,No-Anomaly
images/6272.jpg,Cell
images/19508.jpg,No-Anomaly
images/3681.jpg,Cell-Multi
images/2139.jpg,Diode
images/18057.jpg,No-Anomaly
images/3824.jpg,Cell-Multi
images/5783.jpg,Cell
images/11158.jpg,No-Anomaly
images/9366.jpg,Vegetation
images/10867.jpg,No-Anomaly
images/10653.jpg,No-Anomaly
images/4177.jpg,Cell-Multi
images/11297.jpg,No-Anomaly
images/6207.jpg,Cell
images/853.jpg,Diode-Multi
images/1679.jpg,Diode
images/16772.jpg,No-Anomaly
images/7047.jpg,Cracking
images/15609.jpg,No-Anomaly
images/14132.jpg,No-Anomaly
images/15585.jpg,No-Anomaly
images/6915.jpg,Hot-Spot
images/12070.jpg,No-Anomaly
images/12640.jpg,No-Anomaly
images/7079.jpg,Cracking
images/18381.jpg,No-Anomaly
images/12421.jpg,No-Anomaly
images/8157.jpg,Soiling
images/6916.jpg,Hot-Spot
images/15639.jpg,No-Anomaly
images/6226.jpg,Cell
images/1898.jpg,Diode
images/7568.jpg,Cracking
images/13318.jpg,No-Anomaly
images/17319.jpg,No-Anomaly
images/1942.jpg,Diode
images/2703.jpg,Shadowing
images/1379.jpg,Diode
images/17363.jpg,No-Anomaly
images/6602.jpg,Cell
images/16930.jpg,No-Anomaly
images/3576.jpg,Cell-Multi
images/17216.jpg,No-Anomaly
images/18743.jpg,No-Anomaly
images/15589.jpg,No-Anomaly
images/7330.jpg,Cracking
images/6081.jpg,Cell
images/13136.jpg,No-Anomaly
images/7649.jpg,Cracking
images/16277.jpg,No-Anomaly
images/7594.jpg,Cracking
images/14549.jpg,No-Anomaly
images/13660.jpg,No-Anomaly
images/5097.jpg,Cell
images/3624.jpg,Cell-Multi
images/17441.jpg,No-Anomaly
images/6841.jpg,Hot-Spot
images/104.jpg,Offline-Module
images/18632.jpg,No-Anomaly
images/4448.jpg,Cell-Multi
images/17808.jpg,No-Anomaly
images/6065.jpg,Cell
images/19531.jpg,No-Anomaly
images/13600.jpg,No-Anomaly
images/12824.jpg,No-Anomaly
images/4292.jpg,Cell-Multi
images/19305.jpg,No-Anomaly
images/19601.jpg,No-Anomaly
images/13339.jpg,No-Anomaly
images/6220.jpg,Cell
images/5083.jpg,Cell
images/9019.jpg,Vegetation
images/1987.jpg,Diode
images/16180.jpg,No-Anomaly
images/9284.jpg,Vegetation
images/792.jpg,Offline-Module
images/14417.jpg,No-Anomaly
images/3125.jpg,Shadowing
images/11697.jpg,No-Anomaly
images/14014.jpg,No-Anomaly
images/3019.jpg,Shadowing
images/1220.jpg,Diode
images/13360.jpg,No-Anomaly
images/6085.jpg,Cell
images/17655.jpg,No-Anomaly
images/14706.jpg,No-Anomaly
images/15706.jpg,No-Anomaly
images/17560.jpg,No-Anomaly
images/13967.jpg,No-Anomaly
images/2198.jpg,Diode
images/17678.jpg,No-Anomaly
images/14214.jpg,No-Anomaly
images/5065.jpg,Cell
images/11563.jpg,No-Anomaly
images/6886.jpg,Hot-Spot
images/4759.jpg,Cell-Multi
images/1801.jpg,Diode
images/8199.jpg,Soiling
images/361.jpg,Offline-Module
images/10258.jpg,No-Anomaly
images/16130.jpg,No-Anomaly
images/13905.jpg,No-Anomaly
images/4389.jpg,Cell-Multi
images/2918.jpg,Shadowing
images/14319.jpg,No-Anomaly
images/11754.jpg,No-Anomaly
images/13750.jpg,No-Anomaly
images/14100.jpg,No-Anomaly
images/13710.jpg,No-Anomaly
images/14028.jpg,No-Anomaly
images/18213.jpg,No-Anomaly
images/4425.jpg,Cell-Multi
images/13006.jpg,No-Anomaly
images/14843.jpg,No-Anomaly
images/3437.jpg,Shadowing
images/452.jpg,Offline-Module
images/18364.jpg,No-Anomaly
images/420.jpg,Offline-Module
images/19157.jpg,No-Anomaly
images/19138.jpg,No-Anomaly
images/97.jpg,Offline-Module
images/2241.jpg,Diode
images/2029.jpg,Diode
images/15886.jpg,No-Anomaly
images/12917.jpg,No-Anomaly
images/6154.jpg,Cell
images/5918.jpg,Cell
images/9992.jpg,Vegetation
images/1178.jpg,Diode
images/12130.jpg,No-Anomaly
images/5344.jpg,Cell
images/1309.jpg,Diode
images/354.jpg,Offline-Module
images/16661.jpg,No-Anomaly
images/15224.jpg,No-Anomaly
images/16361.jpg,No-Anomaly
images/6182.jpg,Cell
images/6163.jpg,Cell
images/708.jpg,Offline-Module
images/5460.jpg,Cell
images/15876.jpg,No-Anomaly
images/5813.jpg,Cell
images/13769.jpg,No-Anomaly
images/2322.jpg,Diode
images/7665.jpg,Cracking
images/1827.jpg,Diode
images/5827.jpg,Cell
images/14004.jpg,No-Anomaly
images/4091.jpg,Cell-Multi
images/10832.jpg,No-Anomaly
images/7945.jpg,Hot-Spot-Multi
images/13770.jpg,No-Anomaly
images/15577.jpg,No-Anomaly
images/17615.jpg,No-Anomaly
images/18610.jpg,No-Anomaly
images/10029.jpg,No-Anomaly
images/15371.jpg,No-Anomaly
images/17355.jpg,No-Anomaly
images/5606.jpg,Cell
images/1234.jpg,Diode
images/13066.jpg,No-Anomaly
images/1236.jpg,Diode
images/4653.jpg,Cell-Multi
images/4303.jpg,Cell-Multi
images/13476.jpg,No-Anomaly
images/18810.jpg,No-Anomaly
images/8196.jpg,Soiling
images/7398.jpg,Cracking
images/1595.jpg,Diode
images/18216.jpg,No-Anomaly
images/1877.jpg,Diode
images/18461.jpg,No-Anomaly
images/4173.jpg,Cell-Multi
images/5942.jpg,Cell
images/10046.jpg,No-Anomaly
images/16616.jpg,No-Anomaly
images/955.jpg,Diode-Multi
images/2309.jpg,Diode
images/3866.jpg,Cell-Multi
images/3802.jpg,Cell-Multi
images/9368.jpg,Vegetation
images/18239.jpg,No-Anomaly
images/6433.jpg,Cell
images/17028.jpg,No-Anomaly
images/16433.jpg,No-Anomaly
images/3665.jpg,Cell-Multi
images/17932.jpg,No-Anomaly
images/10509.jpg,No-Anomaly
images/10209.jpg,No-Anomaly
images/15651.jpg,No-Anomaly
images/18991.jpg,No-Anomaly
images/44.jpg,Offline-Module
images/17430.jpg,No-Anomaly
images/3970.jpg,Cell-Multi
images/1052.jpg,Diode
images/6300.jpg,Cell
images/9714.jpg,Vegetation
images/9452.jpg,Vegetation
images/2578.jpg,Shadowing
images/378.jpg,Offline-Module
images/15386.jpg,No-Anomaly
images/15908.jpg,No-Anomaly
images/8003.jpg,Hot-Spot-Multi
images/5409.jpg,Cell
images/1939.jpg,Diode
images/12616.jpg,No-Anomaly
images/16421.jpg,No-Anomaly
images/13652.jpg,No-Anomaly
images/137.jpg,Offline-Module
images/12931.jpg,No-Anomaly
images/12657.jpg,No-Anomaly
images/12556.jpg,No-Anomaly
images/7366.jpg,Cracking
images/2363.jpg,Diode
images/5675.jpg,Cell
images/13155.jpg,No-Anomaly
images/4599.jpg,Cell-Multi
images/9125.jpg,Vegetation
images/8711.jpg,Vegetation
images/7225.jpg,Cracking
images/7980.jpg,Hot-Spot-Multi
images/13701.jpg,No-Anomaly
images/14526.jpg,No-Anomaly
images/13789.jpg,No-Anomaly
images/5482.jpg,Cell
images/19011.jpg,No-Anomaly
images/8033.jpg,Hot-Spot-Multi
images/19753.jpg,No-Anomaly
images/6854.jpg,Hot-Spot
images/6712.jpg,Cell
images/6482.jpg,Cell
images/14671.jpg,No-Anomaly
images/8279.jpg,Soiling
images/6755.jpg,Hot-Spot
images/19434.jpg,No-Anomaly
images/15992.jpg,No-Anomaly
images/17917.jpg,No-Anomaly
images/11374.jpg,No-Anomaly
images/1771.jpg,Diode
images/6726.jpg,Hot-Spot
images/6721.jpg,Cell
images/7933.jpg,Hot-Spot-Multi
images/15295.jpg,No-Anomaly
images/16157.jpg,No-Anomaly
images/17501.jpg,No-Anomaly
images/8332.jpg,Soiling
images/19717.jpg,No-Anomaly
images/19334.jpg,No-Anomaly
images/12483.jpg,No-Anomaly
images/16640.jpg,No-Anomaly
images/5438.jpg,Cell
images/16618.jpg,No-Anomaly
images/4109.jpg,Cell-Multi
images/14485.jpg,No-Anomaly
images/13846.jpg,No-Anomaly
images/9380.jpg,Vegetation
images/1549.jpg,Diode
images/9676.jpg,Vegetation
images/15058.jpg,No-Anomaly
images/4596.jpg,Cell-Multi
images/9308.jpg,Vegetation
images/11617.jpg,No-Anomaly
images/15784.jpg,No-Anomaly
images/12793.jpg,No-Anomaly
images/9723.jpg,Vegetation
images/2346.jpg,Diode
images/11321.jpg,No-Anomaly
images/10012.jpg,No-Anomaly
images/12215.jpg,No-Anomaly
images/13728.jpg,No-Anomaly
images/8729.jpg,Vegetation
images/9207.jpg,Vegetation
images/14306.jpg,No-Anomaly
images/9829.jpg,Vegetation
images/17588.jpg,No-Anomaly
images/13982.jpg,No-Anomaly
images/6882.jpg,Hot-Spot
images/5855.jpg,Cell
images/12098.jpg,No-Anomaly
images/3918.jpg,Cell-Multi
images/4330.jpg,Cell-Multi
images/15459.jpg,No-Anomaly
images/10343.jpg,No-Anomaly
images/3202.jpg,Shadowing
images/16217.jpg,No-Anomaly
images/14763.jpg,No-Anomaly
images/8444.jpg,Vegetation
images/3459.jpg,Shadowing
images/1216.jpg,Diode
images/7878.jpg,Cracking
images/14755.jpg,No-Anomaly
images/12784.jpg,No-Anomaly
images/17232.jpg,No-Anomaly
images/6995.jpg,Cracking
images/1245.jpg,Diode
images/10593.jpg,No-Anomaly
images/8164.jpg,Soiling
images/17565.jpg,No-Anomaly
images/10959.jpg,No-Anomaly
images/5338.jpg,Cell
images/15766.jpg,No-Anomaly
images/17512.jpg,No-Anomaly
images/17419.jpg,No-Anomaly
images/15909.jpg,No-Anomaly
images/1566.jpg,Diode
images/3642.jpg,Cell-Multi
images/4492.jpg,Cell-Multi
images/15559.jpg,No-Anomaly
images/15313.jpg,No-Anomaly
images/19956.jpg,No-Anomaly
images/18701.jpg,No-Anomaly
images/1241.jpg,Diode
images/6429.jpg,Cell
images/11889.jpg,No-Anomaly
images/11162.jpg,No-Anomaly
images/16752.jpg,No-Anomaly
images/7430.jpg,Cracking
images/1118.jpg,Diode
images/7184.jpg,Cracking
images/2235.jpg,Diode
images/8097.jpg,Hot-Spot-Multi
images/3357.jpg,Shadowing
images/7040.jpg,Cracking
images/18549.jpg,No-Anomaly
images/19077.jpg,No-Anomaly
images/1617.jpg,Diode
images/1809.jpg,Diode
images/15043.jpg,No-Anomaly
images/9743.jpg,Vegetation
images/13170.jpg,No-Anomaly
images/272.jpg,Offline-Module
images/1034.jpg,Diode
images/1646.jpg,Diode
images/7729.jpg,Cracking
images/18418.jpg,No-Anomaly
images/8096.jpg,Hot-Spot-Multi
images/14685.jpg,No-Anomaly
images/9523.jpg,Vegetation
images/16912.jpg,No-Anomaly
images/2640.jpg,Shadowing
images/705.jpg,Offline-Module
images/2232.jpg,Diode
images/14427.jpg,No-Anomaly
images/10716.jpg,No-Anomaly
images/717.jpg,Offline-Module
images/930.jpg,Diode-Multi
images/9476.jpg,Vegetation
images/522.jpg,Offline-Module
images/19438.jpg,No-Anomaly
images/11132.jpg,No-Anomaly
images/7268.jpg,Cracking
images/7588.jpg,Cracking
images/16144.jpg,No-Anomaly
images/14058.jpg,No-Anomaly
images/6342.jpg,Cell
images/4365.jpg,Cell-Multi
images/8352.jpg,Soiling
images/10307.jpg,No-Anomaly
images/6405.jpg,Cell
images/3646.jpg,Cell-Multi
images/9206.jpg,Vegetation
images/6789.jpg,Hot-Spot
images/4715.jpg,Cell-Multi
images/1911.jpg,Diode
images/6798.jpg,Hot-Spot
images/15511.jpg,No-Anomaly
images/19328.jpg,No-Anomaly
images/5679.jpg,Cell
images/19137.jpg,No-Anomaly
images/5875.jpg,Cell
images/6656.jpg,Cell
images/7291.jpg,Cracking
images/12976.jpg,No-Anomaly
images/63.jpg,Offline-Module
images/13281.jpg,No-Anomaly
images/1846.jpg,Diode
images/487.jpg,Offline-Module
images/6003.jpg,Cell
images/19200.jpg,No-Anomaly
images/17767.jpg,No-Anomaly
images/17074.jpg,No-Anomaly
images/6790.jpg,Hot-Spot
images/10226.jpg,No-Anomaly
images/10928.jpg,No-Anomaly
images/6962.jpg,Hot-Spot
images/14212.jpg,No-Anomaly
images/579.jpg,Offline-Module
images/4646.jpg,Cell-Multi
images/7856.jpg,Cracking
images/12525.jpg,No-Anomaly
images/14053.jpg,No-Anomaly
images/1603.jpg,Diode
images/8932.jpg,Vegetation
images/594.jpg,Offline-Module
images/5842.jpg,Cell
images/17406.jpg,No-Anomaly
images/6159.jpg,Cell
images/7549.jpg,Cracking
images/3912.jpg,Cell-Multi
images/8473.jpg,Vegetation
images/11298.jpg,No-Anomaly
images/19566.jpg,No-Anomaly
images/3416.jpg,Shadowing
images/11345.jpg,No-Anomaly
images/4625.jpg,Cell-Multi
images/13682.jpg,No-Anomaly
images/11895.jpg,No-Anomaly
images/581.jpg,Offline-Module
images/3998.jpg,Cell-Multi
images/2357.jpg,Diode
images/8265.jpg,Soiling
images/5595.jpg,Cell
images/12302.jpg,No-Anomaly
images/4234.jpg,Cell-Multi
images/14226.jpg,No-Anomaly
images/392.jpg,Offline-Module
images/8929.jpg,Vegetation
images/11859.jpg,No-Anomaly
images/676.jpg,Offline-Module
images/533.jpg,Offline-Module
images/17961.jpg,No-Anomaly
images/11898.jpg,No-Anomaly
images/18481.jpg,No-Anomaly
images/17822.jpg,No-Anomaly
images/7535.jpg,Cracking
images/1110.jpg,Diode
images/17606.jpg,No-Anomaly
images/7575.jpg,Cracking
images/17055.jpg,No-Anomaly
images/4531.jpg,Cell-Multi
images/14914.jpg,No-Anomaly
images/9821.jpg,Vegetation
images/11625.jpg,No-Anomaly
images/15468.jpg,No-Anomaly
images/13677.jpg,No-Anomaly
images/4603.jpg,Cell-Multi
images/9598.jpg,Vegetation
images/1525.jpg,Diode
images/12957.jpg,No-Anomaly
images/8087.jpg,Hot-Spot-Multi
images/19323.jpg,No-Anomaly
images/18270.jpg,No-Anomaly
images/4702.jpg,Cell-Multi
images/15134.jpg,No-Anomaly
images/2786.jpg,Shadowing
images/18071.jpg,No-Anomaly
images/101.jpg,Offline-Module
images/13020.jpg,No-Anomaly
images/19187.jpg,No-Anomaly
images/10278.jpg,No-Anomaly
images/19103.jpg,No-Anomaly
images/14371.jpg,No-Anomaly
images/9100.jpg,Vegetation
images/19805.jpg,No-Anomaly
images/9664.jpg,Vegetation
images/16681.jpg,No-Anomaly
images/3439.jpg,Shadowing
images/17906.jpg,No-Anomaly
images/9900.jpg,Vegetation
images/19450.jpg,No-Anomaly
images/13412.jpg,No-Anomaly
images/9899.jpg,Vegetation
images/12329.jpg,No-Anomaly
images/12314.jpg,No-Anomaly
images/6643.jpg,Cell
images/18546.jpg,No-Anomaly
images/6232.jpg,Cell
images/15836.jpg,No-Anomaly
images/9921.jpg,Vegetation
images/12828.jpg,No-Anomaly
images/9052.jpg,Vegetation
images/1573.jpg,Diode
images/4953.jpg,Cell
images/12687.jpg,No-Anomaly
images/213.jpg,Offline-Module
images/12170.jpg,No-Anomaly
images/18187.jpg,No-Anomaly
images/12255.jpg,No-Anomaly
images/10642.jpg,No-Anomaly
images/14487.jpg,No-Anomaly
images/2874.jpg,Shadowing
images/18067.jpg,No-Anomaly
images/11359.jpg,No-Anomaly
images/12669.jpg,No-Anomaly
images/15374.jpg,No-Anomaly
images/5823.jpg,Cell
images/1626.jpg,Diode
images/6824.jpg,Hot-Spot
images/12086.jpg,No-Anomaly
images/6466.jpg,Cell
images/12297.jpg,No-Anomaly
images/11362.jpg,No-Anomaly
images/17379.jpg,No-Anomaly
images/12588.jpg,No-Anomaly
images/12316.jpg,No-Anomaly
images/4414.jpg,Cell-Multi
images/7931.jpg,Hot-Spot-Multi
images/7957.jpg,Hot-Spot-Multi
images/15084.jpg,No-Anomaly
images/3948.jpg,Cell-Multi
images/7455.jpg,Cracking
images/9895.jpg,Vegetation
